seq_algoritmo,seq_total,seq_outros,2_algoritmo,2_total,2_outros,3_algoritmo,3_total,3_outros,4_algoritmo,4_total,4_outros,5_algoritmo,5_total,5_outros
0.00288801,0.00524418,0.00235617,0.00166730,0.00341524,0.00174794,0.00257048,0.00489643,0.00232595,0.00358205,0.00584390,0.00226185,0.00192861,0.00371186,0.00178325
0.00255755,0.00447531,0.00191776,0.00269367,0.00484160,0.00214793,0.00408929,0.00678286,0.00269357,0.00159292,0.00360628,0.00201336,0.00339182,0.00529756,0.00190574
0.00282138,0.02656829,0.02374691,0.00211996,0.00433491,0.00221495,0.00336633,0.00559594,0.00222961,0.00248366,0.00440123,0.00191757,0.00236829,0.00510082,0.00273253
0.00252693,0.00442654,0.00189961,0.00221157,0.00441365,0.00220208,0.00243652,0.00465098,0.00221446,0.00256387,0.00477158,0.00220771,0.00336413,0.00583200,0.00246787
0.00275467,0.00479219,0.00203752,0.00199329,0.00447990,0.00248661,0.00177563,0.00360151,0.00182588,0.00173019,0.00359375,0.00186356,0.00199414,0.00438551,0.00239137
0.00283186,0.00507078,0.00223892,0.00187256,0.00391185,0.00203929,0.00221821,0.00414275,0.00192454,0.00285625,0.00506998,0.00221373,0.00224755,0.00405568,0.00180813
0.00277893,0.00484554,0.00206661,0.00214857,0.00424260,0.00209403,0.00197281,0.00400198,0.00202917,0.00196834,0.00424716,0.00227882,0.00218025,0.00447277,0.00229252
0.00243526,0.00421509,0.00177983,0.00296213,0.00516215,0.00220002,0.00174875,0.00430399,0.00255524,0.00264302,0.00478335,0.00214033,0.00220945,0.00426003,0.00205058
0.00253650,0.00467950,0.00214300,0.00354586,0.00578490,0.00223904,0.00258158,0.00449646,0.00191488,0.00181249,0.00385396,0.00204147,0.00227259,0.00451978,0.00224719
0.00261096,0.00464947,0.00203851,0.00263388,0.00442187,0.00178799,0.00196806,0.00409432,0.00212626,0.00179803,0.00421365,0.00241562,0.00191379,0.00373047,0.00181668
0.00264004,0.00459037,0.00195033,0.00211218,0.00384068,0.00172850,0.00260414,0.00478784,0.00218370,0.00183164,0.00403063,0.00219899,0.00229320,0.00415310,0.00185990
0.00298709,0.00534561,0.00235852,0.00213143,0.00383972,0.00170829,0.00195814,0.00383952,0.00188138,0.00174077,0.00361600,0.00187523,0.00257588,0.00490834,0.00233246
0.00273130,0.00535736,0.00262606,0.00223882,0.00396634,0.00172752,0.00214083,0.00427270,0.00213187,0.00171643,0.00376525,0.00204882,0.00302911,0.00534895,0.00231984
0.00288294,0.00506260,0.00217966,0.00210438,0.00383446,0.00173008,0.00237043,0.00480888,0.00243845,0.00185856,0.00395122,0.00209266,0.00321625,0.00562680,0.00241055
0.00259831,0.00464756,0.00204925,0.00242678,0.00413089,0.00170411,0.00207682,0.00414442,0.00206760,0.00198822,0.00423931,0.00225109,0.00364429,0.00541726,0.00177297
0.00239953,0.00431507,0.00191554,0.00340927,0.00563400,0.00222473,0.00211971,0.00428036,0.00216065,0.00162969,0.00343534,0.00180565,0.00626672,0.00802414,0.00175742
0.00287324,0.00484208,0.00196884,0.00187419,0.00391558,0.00204139,0.00226894,0.00464407,0.00237513,0.00184134,0.00367178,0.00183044,0.00231583,0.00424843,0.00193260
0.00257139,0.00459513,0.00202374,0.00172837,0.00355267,0.00182430,0.00213568,0.00445566,0.00231998,0.00312406,0.00530241,0.00217835,0.00237539,0.00412616,0.00175077
0.00239801,0.00421241,0.00181440,0.00271092,0.00501454,0.00230362,0.00243916,0.00458655,0.00214739,0.00291323,0.00525741,0.00234418,0.00268015,0.00441242,0.00173227
0.00249857,0.00457378,0.00207521,0.00219807,0.00445978,0.00226171,0.00219446,0.00438716,0.00219270,0.00268618,0.00445123,0.00176505,0.00223696,0.00393998,0.00170302
0.00339374,0.00570744,0.00231370,0.00213495,0.00425516,0.00212021,0.00358899,0.00572648,0.00213749,0.00226845,0.00399983,0.00173138,0.00516708,0.00742814,0.00226106
0.00228676,0.00399569,0.00170893,0.00206851,0.00425388,0.00218537,0.00510463,0.00741269,0.00230806,0.00216409,0.00393284,0.00176875,0.00277624,0.00487370,0.00209746
0.00248862,0.00432983,0.00184121,0.00213413,0.00444133,0.00230720,0.00196456,0.00399216,0.00202760,0.00387346,0.00590238,0.00202892,0.00247672,0.00451445,0.00203773
0.00239334,0.00436890,0.00197556,0.00222481,0.00453724,0.00231243,0.00205139,0.00387059,0.00181920,0.00152063,0.00328708,0.00176645,0.00209423,0.00427783,0.00218360
0.00252194,0.00451006,0.00198812,0.00210610,0.00439134,0.00228524,0.00184481,0.00352588,0.00168107,0.00180784,0.00377599,0.00196815,0.00196638,0.00385246,0.00188608
0.00309756,0.00547824,0.00238068,0.00206596,0.00437696,0.00231100,0.00175988,0.00346091,0.00170103,0.00181180,0.00387864,0.00206684,0.00192106,0.00371768,0.00179662
0.00239831,0.00420313,0.00180482,0.00229046,0.00453373,0.00224327,0.00177905,0.00367684,0.00189779,0.00158062,0.00347814,0.00189752,0.00218984,0.00408661,0.00189677
0.00301131,0.00507384,0.00206253,0.00208916,0.00429741,0.00220825,0.00192319,0.00359017,0.00166698,0.00188508,0.00368127,0.00179619,0.00205146,0.00388375,0.00183229
0.00281639,0.00485091,0.00203452,0.00305023,0.00533980,0.00228957,0.00183635,0.00350368,0.00166733,0.00172101,0.00382894,0.00210793,0.00205213,0.00393348,0.00188135
0.00297474,0.00521126,0.00223652,0.00182455,0.00411804,0.00229349,0.00468851,0.00704290,0.00235439,0.00168496,0.00348150,0.00179654,0.00219079,0.00433567,0.00214488
0.00241001,0.00425680,0.00184679,0.00209489,0.00398759,0.00189270,0.00197256,0.00369606,0.00172350,0.00174079,0.00365833,0.00191754,0.00209399,0.00402980,0.00193581
0.00237068,0.00417324,0.00180256,0.00308043,0.00542136,0.00234093,0.00204904,0.00380240,0.00175336,0.00189646,0.00397002,0.00207356,0.00218849,0.00409779,0.00190930
0.00275851,0.00480308,0.00204457,0.00621682,0.00882629,0.00260947,0.00208016,0.00423437,0.00215421,0.00168577,0.00354668,0.00186091,0.00234197,0.00453494,0.00219297
0.00254993,0.00446627,0.00191634,0.00210997,0.00406709,0.00195712,0.00207927,0.00414480,0.00206553,0.00282143,0.00468529,0.00186386,0.00196076,0.00377606,0.00181530
0.00278176,0.00477682,0.00199506,0.00208899,0.00382378,0.00173479,0.00222590,0.00442693,0.00220103,0.00191176,0.00420319,0.00229143,0.00250326,0.00484166,0.00233840
0.00275615,0.00478111,0.00202496,0.00532194,0.00718054,0.00185860,0.00228198,0.00446512,0.00218314,0.00235123,0.00436136,0.00201013,0.00192617,0.00380459,0.00187842
0.00273902,0.00480852,0.00206950,0.00170499,0.00364079,0.00193580,0.00214661,0.00426752,0.00212091,0.00184310,0.00389922,0.00205612,0.00250190,0.00471558,0.00221368
0.00314717,0.00553753,0.00239036,0.00209852,0.00403335,0.00193483,0.00224812,0.00465329,0.00240517,0.00363788,0.00562769,0.00198981,0.00294333,0.00489045,0.00194712
0.00269783,0.00457251,0.00187468,0.00266889,0.00501819,0.00234930,0.00207653,0.00439768,0.00232115,0.00347735,0.00620548,0.00272813,0.00610011,0.00843454,0.00233443
0.00237900,0.00426628,0.00188728,0.00182744,0.00385055,0.00202311,0.00227569,0.00441208,0.00213639,0.00254188,0.00437531,0.00183343,0.00247906,0.00441578,0.00193672
0.00232196,0.00417122,0.00184926,0.00272988,0.00465867,0.00192879,0.00208250,0.00410721,0.00202471,0.00250391,0.00424528,0.00174137,0.00218008,0.00390359,0.00172351
0.00331099,0.00542606,0.00211507,0.00182417,0.00387719,0.00205302,0.00214231,0.00422771,0.00208540,0.00218891,0.00394658,0.00175767,0.00415006,0.00618419,0.00203413
0.00243470,0.00424845,0.00181375,0.00194658,0.00407358,0.00212700,0.00227215,0.00457282,0.00230067,0.00223148,0.00390257,0.00167109,0.00194818,0.00380001,0.00185183
0.00226920,0.00406903,0.00179983,0.00191105,0.00420058,0.00228953,0.00213389,0.00421887,0.00208498,0.00231893,0.00402679,0.00170786,0.00207121,0.00379026,0.00171905
0.00240611,0.00413722,0.00173111,0.00228305,0.00469889,0.00241584,0.00207711,0.00426643,0.00218932,0.00224331,0.00393640,0.00169309,0.00262698,0.00467734,0.00205036
0.00233107,0.00402027,0.00168920,0.00233735,0.00453625,0.00219890,0.00228629,0.00442031,0.00213402,0.00216139,0.00385252,0.00169113,0.00219340,0.00413133,0.00193793
0.00309393,0.00549134,0.00239741,0.00193955,0.00429986,0.00236031,0.00552213,0.00794705,0.00242492,0.00342462,0.00726461,0.00383999,0.00237513,0.00435315,0.00197802
0.00273914,0.00484054,0.00210140,0.00208591,0.00419105,0.00210514,0.00215904,0.00412875,0.00196971,0.00177953,0.00362996,0.00185043,0.00226319,0.00444060,0.00217741
0.00261562,0.00456712,0.00195150,0.00212079,0.00458675,0.00246596,0.00176139,0.00361327,0.00185188,0.00195674,0.00500550,0.00304876,0.00213306,0.00412133,0.00198827
0.00254338,0.00441097,0.00186759,0.00204215,0.00431561,0.00227346,0.00179801,0.00349961,0.00170160,0.00188290,0.00384330,0.00196040,0.00264680,0.00519038,0.00254358
